排名,代码,名称,东财行业,链条,筹码合成,全市场分位%,总市值亿,PE,距52周高点%,概念标签
465,688693.SH,锴威特,半导体,SEMI,-0.4201,28.7,55.7,-77.33,,半导体概念|汽车芯片|第三代半导体
466,002031.SZ,巨轮智能,专用设备,AI,-0.4135,28.8,110.6,-77.16,,人工智能
467,603171.SH,税友股份,IT服务Ⅱ,AI,-0.4135,28.8,168.5,89.63,-60.8,AI应用|AI智能体|人工智能
468,002344.SZ,海宁皮城,一般零售,SEMI,-0.4105,28.9,48.9,32.8,-96.2,国产芯片
469,300844.SZ,山水比德,工程咨询服务Ⅱ,AI,-0.4099,29.0,21.8,-28.69,,AIGC概念|人工智能
470,301603.SZ,乔锋智能,通用设备,AI,-0.4065,29.2,143.7,26.29,269.0,液冷服务器
471,300256.SZ,星星科技,消费电子,SEMI,-0.4064,29.2,61.5,-97.35,,国产芯片
472,300665.SZ,飞鹿股份,化学制品,SEMI,-0.4003,29.4,20.7,-46.08,,半导体概念
473,002565.SZ,顺灏股份,包装印刷,AI,-0.3990,29.4,89.5,140.95,-94.6,算力概念
474,688027.SH,国盾量子,通信设备,SEMI,-0.3989,29.5,379.7,-819.1,-94.2,国产芯片
475,688052.SH,纳芯微,半导体,SEMI,-0.3962,29.6,379.3,-265.37,,半导体概念|国产芯片|汽车芯片
476,300293.SZ,蓝英装备,专用设备,AI,-0.3945,29.6,53.1,-1249.76,,人工智能
477,603678.SH,火炬电子,军工电子Ⅱ,SEMI,-0.3926,29.7,222.2,45.82,-36.7,半导体概念
478,301021.SZ,英诺激光,自动化设备,SEMI,-0.3912,29.7,115.2,249.9,-56.3,半导体概念|第三代半导体
479,000521.SZ,长虹美菱,白色家电,AI,-0.3892,29.8,49.5,42.72,-95.0,人工智能
480,002011.SZ,盾安环境,家电零部件Ⅱ,AI,-0.3878,29.8,105.2,13.41,-1.7,液冷服务器
481,002869.SZ,金溢科技,计算机设备,AI,-0.3878,29.9,28.2,-36.12,,人工智能
482,688512.SH,慧智微-U,半导体,SEMI,-0.3874,29.9,65.0,-24.47,,半导体概念
483,000977.SZ,浪潮信息,计算机设备,AI,-0.3807,30.1,1075.2,44.44,74.0,人工智能|液冷服务器|算力概念|英伟达概念
484,688311.SH,盟升电子,军工电子Ⅱ,SEMI,-0.3804,30.1,38.8,-63.48,,先进封装
485,688450.SH,光格科技,电网设备,AI,-0.3786,30.2,21.6,-119.26,,人工智能
486,600105.SH,永鼎股份,通信设备,AI+SEMI,-0.3781,30.2,556.3,55.25,-71.4,CPO概念|光通信模块|国产芯片
487,301607.SZ,富特科技,汽车零部件,SEMI,-0.3701,30.4,98.9,32.14,16.3,第三代半导体
488,002646.SZ,天佑德酒,白酒Ⅱ,AI,-0.3666,30.5,32.4,16.7,,AI智能体
489,000733.SZ,振华科技,军工电子Ⅱ,AI+SEMI,-0.3657,30.5,216.7,340.53,77.3,CPO概念|光通信模块|半导体概念|国产芯片
490,300656.SZ,民德电子,其他电子Ⅱ,SEMI,-0.3652,30.6,43.8,-41.74,,半导体概念|国产芯片|第三代半导体
491,300206.SZ,理邦仪器,医疗器械,AI,-0.3626,30.7,69.2,16.46,-40.4,人工智能
492,002063.SZ,远光软件,软件开发,AI,-0.3590,30.7,100.9,233.2,-84.3,AI应用|人工智能
493,002669.SZ,康达新材,化学制品,SEMI,-0.3575,30.8,34.7,60.57,-66.1,半导体概念|国产芯片
494,605020.SH,永和股份,化学制品,AI,-0.3563,30.8,160.0,15.6,57.2,液冷服务器
495,300667.SZ,必创科技,通用设备,SEMI,-0.3551,30.9,29.2,208.05,,国产芯片
496,003004.SZ,声迅股份,计算机设备,AI,-0.3459,31.2,56.4,-418.05,,人工智能|多模态AI
497,603505.SH,金石资源,化学制品,AI,-0.3443,31.3,129.1,71.95,-65.6,液冷服务器
498,688392.SH,骄成超声,电池,SEMI,-0.3434,31.3,223.5,111.06,24.6,先进封装|半导体概念|存储芯片
499,600998.SH,九州通,医药商业,AI,-0.3430,31.3,248.1,10.33,-60.1,人工智能
500,603339.SH,四方科技,通用设备,AI,-0.3421,31.3,42.7,24.76,-44.6,液冷服务器
501,603773.SH,沃格光电,光学光电子,AI+SEMI,-0.3352,31.6,212.5,-103.96,,CPO概念|先进封装|半导体概念
502,688067.SH,爱威科技,医疗器械,AI,-0.3346,31.6,15.3,51.62,-55.9,人工智能
503,603078.SH,江化微,电子化学品Ⅱ,SEMI,-0.3339,31.6,134.2,116.59,-72.3,半导体概念|国产芯片|存储芯片
504,300334.SZ,津膜科技,环境治理,SEMI,-0.3284,31.7,25.0,277.66,,国产芯片
505,688230.SH,芯导科技,半导体,SEMI,-0.3267,31.8,62.5,52.17,-4.7,半导体概念|国产芯片|第三代半导体
506,603018.SH,华设集团,工程咨询服务Ⅱ,AI,-0.3248,31.9,42.6,15.64,-65.3,AIGC概念|人工智能
507,002678.SZ,珠江钢琴,文娱用品,AI,-0.3244,31.9,65.2,-25.86,,人工智能
508,603139.SH,康惠股份,中药Ⅱ,AI,-0.3221,32.0,36.1,43.23,,算力概念
509,600637.SH,东方明珠,电视广播Ⅱ,AI,-0.3203,32.2,269.0,31.84,-79.3,AI智能体|人工智能
510,002436.SZ,兴森科技,元件,AI+SEMI,-0.3199,32.2,565.0,255.63,-87.3,光通信模块|半导体概念|国产芯片
511,600229.SH,城市传媒,出版,AI,-0.3194,32.2,33.6,31.35,,AIGC概念|人工智能
512,603118.SH,共进股份,通信设备,AI,-0.3192,32.2,126.0,128.88,-89.8,CPO概念
513,301479.SZ,弘景光电,光学光电子,AI,-0.3189,32.3,60.4,49.93,42.7,人工智能|光通信模块
514,688261.SH,东微半导,半导体,AI+SEMI,-0.3188,32.3,87.9,41.33,1.9,半导体概念|第四代半导体|算力概念
515,600704.SH,物产中大,物流,AI+SEMI,-0.3166,32.4,252.4,6.36,-31.0,人工智能|半导体概念
516,301129.SZ,瑞纳智能,通用设备,AI+SEMI,-0.3109,32.5,32.4,139.77,-6.3,AI应用|AI智能体|人工智能|半导体概念|第三代半导体
517,603270.SH,金帝股份,通用设备,AI,-0.3107,32.5,60.8,36.36,-31.4,液冷服务器
518,002980.SZ,华盛昌,电网设备,AI,-0.3083,32.6,177.1,249.25,-58.8,AI智能体|人工智能|光通信模块
519,603618.SH,杭电股份,电网设备,AI,-0.3074,32.7,192.2,59.44,,光通信模块
520,688618.SH,三旺通信,通信设备,AI+SEMI,-0.3069,32.7,33.1,-970.21,-75.3,人工智能|半导体概念
521,002617.SZ,露笑科技,电力,SEMI,-0.3035,32.7,115.7,40.79,-90.3,半导体概念|第三代半导体
522,688709.SH,成都华微,半导体,AI+SEMI,-0.2990,32.9,159.0,-59.22,-89.9,AI芯片|人工智能|半导体概念|存储芯片
523,600522.SH,中天科技,通信设备,AI+SEMI,-0.2986,32.9,1110.2,30.2,-6.4,CPO概念|光通信模块|半导体概念|液冷服务器|算力概念
524,300263.SZ,隆华科技,通用设备,SEMI,-0.2982,32.9,105.5,40.88,-79.8,半导体概念
525,300322.SZ,硕贝德,消费电子,AI+SEMI,-0.2973,33.0,78.4,155.11,-87.7,半导体概念|液冷服务器
526,002402.SZ,和而泰,家电零部件Ⅱ,AI+SEMI,-0.2913,33.1,168.0,35.03,-40.5,人工智能|半导体概念|国产芯片|第三代半导体
527,301626.SZ,苏州天脉,消费电子,AI+SEMI,-0.2899,33.2,291.5,584.9,-2.5,光通信模块|国产芯片|液冷服务器
528,600228.SH,返利科技,数字媒体,AI,-0.2869,33.3,34.2,-60.31,,AI应用|人工智能
529,300416.SZ,苏试试验,专业服务,SEMI,-0.2838,33.3,72.9,28.17,-47.0,国产芯片
530,300120.SZ,经纬辉开,光学光电子,SEMI,-0.2800,33.4,51.2,410.98,,半导体概念|国产芯片
531,301571.SZ,国科天成,军工电子Ⅱ,SEMI,-0.2796,33.4,116.5,116.83,20.3,半导体概念|国产芯片
532,603031.SH,安孚科技,电池,AI+SEMI,-0.2794,33.5,142.0,36.15,-15.5,AI芯片|CPO概念|国产芯片
533,300260.SZ,新莱应材,通用设备,AI+SEMI,-0.2788,33.5,241.1,114.05,-56.6,半导体概念|液冷服务器
534,300370.SZ,安控科技,通用设备,AI,-0.2756,33.6,33.8,-32.53,,AI应用|人工智能
535,600845.SH,宝信软件,IT服务Ⅱ,AI,-0.2753,33.6,490.1,34.67,-54.5,AI应用|人工智能
536,600658.SH,电子城,房地产开发,AI+SEMI,-0.2720,33.7,43.6,-9.31,,人工智能|半导体概念
537,605398.SH,新炬网络,IT服务Ⅱ,AI,-0.2707,33.8,32.3,257.77,-91.5,人工智能
538,300235.SZ,方直科技,软件开发,AI,-0.2706,33.8,26.7,230.91,-91.5,AI应用|人工智能
539,002093.SZ,国脉科技,教育,AI,-0.2671,34.0,66.8,-89.17,-93.4,AI智能体|人工智能
540,000070.SZ,特发信息,通信设备,AI,-0.2630,34.0,126.9,-332.65,,CPO概念|人工智能
541,601127.SH,赛力斯,乘用车,AI,-0.2608,34.1,866.6,-25.24,-25.4,人工智能
542,000156.SZ,华数传媒,电视广播Ⅱ,AI,-0.2598,34.1,123.6,29.4,-77.2,AIGC概念
543,002117.SZ,东港股份,包装印刷,AI,-0.2533,34.5,42.6,21.59,-68.6,算力概念
544,000785.SZ,居然智家,一般零售,AI,-0.2505,34.5,138.9,55.9,,AI智能体
545,002975.SZ,博杰股份,自动化设备,AI+SEMI,-0.2492,34.5,226.6,85.96,11.9,人工智能|半导体概念|存储芯片|液冷服务器|英伟达概念
546,002722.SZ,物产金轮,专用设备,AI,-0.2488,34.6,28.5,16.69,-20.4,AIGC概念|人工智能
547,300751.SZ,迈为股份,光伏设备,SEMI,-0.2484,34.6,562.6,111.58,107.9,半导体概念|存储芯片
548,002156.SZ,通富微电,半导体,AI+SEMI,-0.2433,34.7,929.4,70.61,-4.7,CPO概念|先进封装|半导体概念|国产芯片|存储芯片|第三代半导体
549,002414.SZ,高德红外,军工电子Ⅱ,AI+SEMI,-0.2429,34.7,572.7,39.13,-77.3,人工智能|半导体概念|国产芯片
550,301369.SZ,联动科技,半导体,SEMI,-0.2429,34.7,134.1,981.99,-61.3,半导体概念|第三代半导体
551,300214.SZ,日科化学,化学制品,AI,-0.2382,35.0,57.0,94.22,,液冷服务器|算力概念
552,300052.SZ,中青宝,IT服务Ⅱ,AI,-0.2380,35.0,27.3,-47.53,,算力概念
553,002290.SZ,禾盛新材,家电零部件Ⅱ,AI+SEMI,-0.2347,35.2,155.0,56.89,-18.4,AI芯片|人工智能|国产芯片
554,600330.SH,天通股份,电子化学品Ⅱ,AI+SEMI,-0.2312,35.3,321.6,-192.11,,CPO概念|半导体概念|国产芯片
555,000034.SZ,神州数码,IT服务Ⅱ,AI+SEMI,-0.2296,35.4,233.7,24.76,-46.7,AI应用|人工智能|存储芯片|液冷服务器|英伟达概念
556,688466.SH,金科环境,环境治理,AI,-0.2281,35.4,16.8,64.62,-83.4,AI智能体
557,300643.SZ,万通智控,汽车零部件,AI,-0.2263,35.5,41.5,26.27,-30.7,AI芯片
558,300729.SZ,乐歌股份,家居用品,AI,-0.2258,35.5,34.7,1074.81,-39.0,人工智能
559,688655.SH,迅捷兴,元件,SEMI,-0.2249,35.6,55.7,195.41,,汽车芯片
560,301117.SZ,佳缘科技,计算机设备,AI+SEMI,-0.2236,35.6,32.0,-33.14,,人工智能|国产芯片
561,002881.SZ,美格智能,通信设备,AI,-0.2227,35.7,120.7,64.68,-52.6,AI智能体|算力概念
562,300617.SZ,安靠智电,电网设备,AI,-0.2205,35.8,66.3,43.37,-49.3,算力概念
563,003040.SZ,楚天龙,通信设备,AI,-0.2204,35.8,64.9,-132.1,,AI应用
564,603466.SH,风语筑,数字媒体,AI,-0.2147,36.0,65.6,38.46,,AIGC概念
565,688208.SH,道通科技,计算机设备,AI,-0.2139,36.0,164.7,18.98,32.7,人工智能
566,003009.SZ,中天火箭,航天装备Ⅱ,SEMI,-0.2111,36.1,74.7,220.7,,半导体概念|第三代半导体
567,300373.SZ,扬杰科技,半导体,AI+SEMI,-0.2062,36.3,531.4,34.47,162.8,半导体概念|国产芯片|汽车芯片|第三代半导体|英伟达概念
568,601360.SH,三六零,软件开发,AI,-0.2051,36.3,599.9,139.06,-89.1,AI应用|AI智能体|人工智能|多模态AI
569,002819.SZ,东方中科,通用设备,AI,-0.2043,36.4,63.4,-44.2,,AI应用|人工智能
570,002972.SZ,科安达,轨交设备Ⅱ,AI,-0.1983,36.7,31.0,33.06,-66.4,人工智能
571,301157.SZ,华塑科技,其他电源设备Ⅱ,AI,-0.1980,36.7,35.9,91.77,-48.3,液冷服务器
572,600728.SH,佳都科技,IT服务Ⅱ,AI,-0.1972,36.8,96.2,195.08,-96.9,AI应用|人工智能|多模态AI
573,002713.SZ,东易日盛,装修装饰Ⅱ,AI,-0.1966,36.8,86.1,-126.45,-96.0,人工智能|算力概念
574,688069.SH,德林海,环境治理,AI,-0.1952,36.9,54.6,-191.44,-38.5,人工智能
575,688297.SH,中无人机,航空装备Ⅱ,AI,-0.1944,36.9,258.5,235.28,-83.4,人工智能
576,300655.SZ,晶瑞电材,电子化学品Ⅱ,SEMI,-0.1928,37.0,142.6,532.86,-90.0,半导体概念|国产芯片|存储芯片
577,001388.SZ,信通电子,电网设备,AI,-0.1898,37.1,49.0,169.75,-56.8,AI应用|人工智能|多模态AI|算力概念
578,300853.SZ,申昊科技,电网设备,AI,-0.1889,37.1,39.2,-32.73,,人工智能
579,688689.SH,银河微电,半导体,SEMI,-0.1885,37.2,57.1,59.15,-30.3,先进封装|半导体概念|国产芯片|汽车芯片|第三代半导体
580,300222.SZ,科大智能,电网设备,AI,-0.1870,37.2,78.6,41.9,-87.5,人工智能
581,300271.SZ,华宇软件,IT服务Ⅱ,AI,-0.1867,37.2,43.1,-19.16,,AI应用|人工智能
582,600850.SH,电科数字,IT服务Ⅱ,AI,-0.1836,37.3,115.5,114.42,-62.8,人工智能|液冷服务器
583,600353.SH,旭光电子,其他电子Ⅱ,AI+SEMI,-0.1806,37.4,306.8,229.86,-80.1,国产芯片|第三代半导体|算力概念
584,002023.SZ,海特高新,航空装备Ⅱ,SEMI,-0.1803,37.5,72.5,70.77,,半导体概念|国产芯片|第三代半导体
585,002660.SZ,茂硕电源,消费电子,SEMI,-0.1756,37.6,26.2,-43.0,,第三代半导体
586,688591.SH,泰凌微,半导体,AI+SEMI,-0.1745,37.6,64.5,194.55,-58.7,AI芯片|半导体概念|国产芯片|英伟达概念
587,603803.SH,瑞斯康达,通信设备,AI+SEMI,-0.1722,37.7,47.3,172.79,,CPO概念|国产芯片|算力概念
588,600895.SH,张江高科,房地产开发,AI+SEMI,-0.1669,37.9,470.0,71.34,-38.9,人工智能|半导体概念|国产芯片
589,300724.SZ,捷佳伟创,光伏设备,SEMI,-0.1644,38.0,196.1,18.14,525.4,半导体概念
590,603088.SH,宁波精达,通用设备,AI,-0.1623,38.0,47.9,149.33,-81.7,液冷服务器
591,603267.SH,鸿远电子,军工电子Ⅱ,AI+SEMI,-0.1620,38.1,108.1,28.07,23.8,光通信模块|半导体概念
592,002008.SZ,大族激光,自动化设备,SEMI,-0.1609,38.1,886.5,34.41,93.2,半导体概念|第三代半导体
593,600438.SH,通威股份,光伏设备,SEMI,-0.1606,38.1,545.6,-5.58,,半导体概念
594,603903.SH,中持股份,环境治理,SEMI,-0.1603,38.1,36.7,53.26,,国产芯片
595,688172.SH,燕东微,半导体,AI+SEMI,-0.1590,38.2,760.2,-87.47,,光通信模块|半导体概念|第三代半导体
596,603596.SH,伯特利,汽车零部件,AI,-0.1589,38.2,231.1,21.51,45.6,人工智能
597,300762.SZ,上海瀚讯,军工电子Ⅱ,SEMI,-0.1558,38.4,175.9,-99.43,,国产芯片
598,002587.SZ,奥拓电子,光学光电子,AI,-0.1556,38.4,34.9,127.63,-97.5,AIGC概念|人工智能|英伟达概念
599,688207.SH,格灵深瞳,IT服务Ⅱ,AI,-0.1553,38.4,45.9,-24.15,,人工智能
600,003013.SZ,地铁设计,工程咨询服务Ⅱ,AI,-0.1539,38.4,87.5,30.38,-19.3,人工智能
601,688088.SH,虹软科技,IT服务Ⅱ,AI+SEMI,-0.1530,38.5,122.0,56.41,-34.5,AI应用|人工智能|国产芯片
602,000925.SZ,众合科技,轨交设备Ⅱ,AI+SEMI,-0.1519,38.5,60.7,-186.44,,AI应用|人工智能|半导体概念|国产芯片|算力概念
603,000519.SZ,中兵红箭,地面兵装Ⅱ,SEMI,-0.1514,38.5,193.8,260.56,-91.4,半导体概念
604,605117.SH,德业股份,光伏设备,SEMI,-0.1506,38.6,1200.8,25.27,186.9,国产芯片
605,600282.SH,南钢股份,普钢,AI,-0.1463,38.7,294.7,11.14,-55.8,人工智能
606,603888.SH,新华网,数字媒体,AI,-0.1447,38.7,117.2,74.42,-55.5,AIGC概念|AI应用|AI语料|人工智能|多模态AI
607,601869.SH,长飞光纤,通信设备,AI+SEMI,-0.1441,38.8,3139.3,53.67,315.8,光通信模块|第三代半导体
608,600820.SH,隧道股份,基础建设,SEMI,-0.1428,38.8,169.2,14.23,-30.7,国产芯片
609,300682.SZ,朗新科技,IT服务Ⅱ,AI,-0.1424,38.8,99.1,-27.45,,人工智能
610,601778.SH,晶科科技,电力,AI,-0.1417,38.9,133.7,-25.94,-93.7,算力概念
611,002668.SZ,TCL智家,白色家电,AI,-0.1411,38.9,106.2,10.38,-8.1,人工智能
612,000100.SZ,TCL科技,光学光电子,AI+SEMI,-0.1376,39.1,1023.4,16.44,-75.7,AI芯片|人工智能|半导体概念
613,300088.SZ,长信科技,光学光电子,AI,-0.1376,39.1,174.6,91.09,-93.1,算力概念
614,688058.SH,宝兰德,软件开发,AI,-0.1357,39.1,17.1,-12.36,,AI应用|人工智能
615,605111.SH,新洁能,半导体,AI+SEMI,-0.1342,39.2,247.1,52.95,-5.6,半导体概念|国产芯片|汽车芯片|第三代半导体|算力概念
616,002226.SZ,江南化工,化学制品,AI,-0.1323,39.2,133.8,26.29,-78.9,人工智能
617,600941.SH,中国移动,通信服务,AI,-0.1319,39.3,21151.5,13.4,507.7,算力概念
618,300005.SZ,探路者,服装家纺,SEMI,-0.1300,39.4,91.8,89.57,-87.5,先进封装|国产芯片
619,601868.SH,XD中国能,基础建设,AI,-0.1277,39.5,1106.0,19.01,-87.2,算力概念
620,600699.SH,均胜电子,汽车零部件,AI,-0.1240,39.7,296.0,18.41,-9.9,光通信模块|英伟达概念
621,000625.SZ,长安汽车,乘用车,AI,-0.1239,39.7,698.9,49.84,-69.0,人工智能
622,000620.SZ,盈新发展,房地产开发,SEMI,-0.1236,39.7,203.8,118.32,,存储芯片
623,002051.SZ,中工国际,专业工程,AI,-0.1220,39.8,103.5,39.73,-78.2,液冷服务器|算力概念
624,688509.SH,正元地信,IT服务Ⅱ,AI,-0.1220,39.8,31.8,-24.45,,人工智能
625,600131.SH,国网信通,IT服务Ⅱ,AI,-0.1216,39.9,178.6,38.59,-48.0,AI智能体|人工智能|算力概念
626,301195.SZ,北路智控,软件开发,AI,-0.1201,39.9,34.5,37.73,-3.9,人工智能
627,688598.SH,金博股份,非金属材料Ⅱ,SEMI,-0.1155,40.2,76.5,-24.34,,半导体概念|第三代半导体
628,300223.SZ,君正股份,半导体,AI+SEMI,-0.1148,40.2,646.5,50.67,28.5,人工智能|半导体概念|国产芯片|存储芯片|汽车芯片
629,600623.SH,华谊集团,化学原料,SEMI,-0.1146,40.2,171.3,17.46,-73.7,半导体概念
630,600877.SH,电科芯片,半导体,SEMI,-0.1143,40.3,141.0,-560.25,-98.1,半导体概念|国产芯片|汽车芯片
631,600141.SH,兴发集团,农化制品,SEMI,-0.1116,40.3,363.0,21.73,33.2,半导体概念
632,688217.SH,睿昂基因,医疗器械,AI,-0.1116,40.4,13.6,-68.04,,人工智能
633,301628.SZ,强达电路,元件,AI+SEMI,-0.1115,40.4,66.7,73.7,55.3,光通信模块|半导体概念
634,600825.SH,新华传媒,出版,AI,-0.1107,40.4,51.0,967.02,-95.9,AI语料
635,002625.SZ,光启技术,航空装备Ⅱ,AI,-0.1091,40.5,599.4,85.07,-66.9,人工智能
636,603912.SH,佳力图,通用设备,AI,-0.1088,40.6,44.7,-55.23,,液冷服务器
637,000665.SZ,湖北广电,电视广播Ⅱ,AI,-0.1065,40.7,43.3,-8.65,,算力概念
638,688500.SH,慧辰股份,IT服务Ⅱ,AI,-0.1056,40.7,27.1,-24.62,,AIGC概念|AI应用|AI智能体|AI语料|人工智能|算力概念
639,300329.SZ,海伦钢琴,文娱用品,AI,-0.1010,40.9,30.2,-36.67,,AI应用|人工智能
640,688489.SH,三未信安,计算机设备,AI+SEMI,-0.0988,41.0,39.4,-43.57,,人工智能|国产芯片
641,688228.SH,开普云,IT服务Ⅱ,AI,-0.0985,41.0,55.7,-165.14,,AIGC概念|AI应用|人工智能|多模态AI
642,002380.SZ,科远智慧,IT服务Ⅱ,AI,-0.0983,41.0,65.9,20.32,-31.2,AI应用|人工智能
643,002885.SZ,京泉华,其他电子Ⅱ,SEMI,-0.0975,41.1,76.4,62.05,-64.3,第三代半导体
644,688396.SH,华润微,半导体,SEMI,-0.0967,41.1,813.1,56.28,-21.4,先进封装|半导体概念|国产芯片|存储芯片|汽车芯片|第三代半导体
645,002449.SZ,国星光电,光学光电子,AI+SEMI,-0.0948,41.3,40.3,-41.23,,人工智能|半导体概念|国产芯片|第三代半导体
646,002902.SZ,铭普光磁,通信设备,AI+SEMI,-0.0931,41.4,56.5,-183.5,,CPO概念|光通信模块|半导体概念|国产芯片|第三代半导体|算力概念
647,003002.SZ,壶化股份,化学制品,SEMI,-0.0869,41.6,32.9,51.47,-17.7,国产芯片
648,003018.SZ,金富科技,包装印刷,AI,-0.0859,41.6,131.2,159.23,-69.4,液冷服务器
649,300726.SZ,宏达电子,军工电子Ⅱ,AI+SEMI,-0.0846,41.7,215.4,57.32,6.9,光通信模块|半导体概念
650,300177.SZ,中海达,军工电子Ⅱ,SEMI,-0.0811,41.8,45.6,-53.11,,国产芯片
651,002456.SZ,欧菲光,光学光电子,AI+SEMI,-0.0757,42.0,242.6,-24.51,,CPO概念|半导体概念
652,603528.SH,多伦科技,软件开发,AI+SEMI,-0.0756,42.0,43.5,-53.89,,人工智能|国产芯片
653,002081.SZ,金 螳 螂,装修装饰Ⅱ,SEMI,-0.0721,42.2,132.8,18.84,-84.7,半导体概念
654,300349.SZ,金卡智能,通用设备,AI+SEMI,-0.0715,42.2,41.5,25.33,-49.1,AI应用|国产芯片
655,002392.SZ,北京利尔,装修建材,AI,-0.0706,42.2,91.3,17.5,-66.0,AI智能体|AI芯片|算力概念
656,300826.SZ,测绘股份,工程咨询服务Ⅱ,AI,-0.0701,42.2,34.0,121.64,-93.7,算力概念
657,300632.SZ,光莆股份,光学光电子,AI+SEMI,-0.0695,42.3,55.3,1638.85,,CPO概念|第三代半导体
658,301488.SZ,豪恩汽电,汽车零部件,AI,-0.0689,42.3,98.2,157.03,-28.8,英伟达概念
659,688303.SH,大全能源,光伏设备,SEMI,-0.0649,42.5,375.9,-11.78,,半导体概念
660,300184.SZ,力源信息,其他电子Ⅱ,AI+SEMI,-0.0627,42.6,136.0,22.86,-67.5,AI芯片|半导体概念|国产芯片|存储芯片|液冷服务器
661,688127.SH,蓝特光学,光学光电子,SEMI,-0.0623,42.6,251.0,46.12,37.4,半导体概念
662,600022.SH,山东钢铁,普钢,AI,-0.0606,42.6,141.2,-238.59,-99.0,人工智能
663,002771.SZ,真视通,IT服务Ⅱ,AI,-0.0605,42.7,25.5,-48.16,,人工智能|液冷服务器|算力概念
664,002376.SZ,新北洋,计算机设备,AI,-0.0568,42.9,54.7,51.45,-88.7,人工智能
665,002889.SZ,东方嘉盛,物流,AI,-0.0562,42.9,47.4,30.64,-74.1,人工智能
666,300450.SZ,先导智能,电池,AI,-0.0541,43.0,566.6,34.94,-4.2,人工智能
667,300811.SZ,铂科新材,金属新材料,AI,-0.0496,43.2,302.9,85.56,6.1,AI芯片|英伟达概念
668,688582.SH,芯动联科,半导体,SEMI,-0.0491,43.2,167.0,228.86,-53.8,半导体概念
669,301302.SZ,华如科技,军工电子Ⅱ,AI,-0.0491,43.2,32.2,-25.63,,AI应用|人工智能
670,301366.SZ,一博科技,元件,AI,-0.0490,43.2,115.0,90.06,-57.4,人工智能
671,688605.SH,先锋精科,半导体,SEMI,-0.0468,43.3,144.7,146.03,-15.2,半导体概念
672,300721.SZ,怡达股份,化学制品,SEMI,-0.0461,43.3,37.5,60.87,,国产芯片
673,688389.SH,普门科技,医疗器械,AI,-0.0454,43.4,46.3,29.19,-66.9,AI智能体
674,603324.SH,盛剑科技,环保设备Ⅱ,SEMI,-0.0454,43.4,41.0,-39.27,,半导体概念
675,300267.SZ,尔康制药,化学制药,AI,-0.0427,43.4,65.4,124.7,,人工智能
676,605358.SH,立昂微,半导体,AI+SEMI,-0.0417,43.5,343.4,204.47,-91.1,CPO概念|人工智能|半导体概念|国产芯片|存储芯片|汽车芯片|第三代半导体
677,002405.SZ,四维图新,软件开发,AI+SEMI,-0.0385,43.6,148.8,-25.76,-95.3,人工智能|国产芯片|汽车芯片
678,603011.SH,合锻智能,专用设备,AI+SEMI,-0.0346,43.7,112.2,-97.77,,光通信模块|半导体概念|算力概念
679,601609.SH,金田股份,工业金属,AI,-0.0327,43.9,231.3,26.15,-52.5,人工智能|液冷服务器|算力概念
680,688031.SH,星环科技-U,软件开发,AI,-0.0309,43.9,123.8,-55.26,,人工智能
681,003005.SZ,竞业达,IT服务Ⅱ,AI,-0.0295,44.0,30.8,-20.0,,AI应用|人工智能|多模态AI
682,300840.SZ,酷特智能,服装家纺,AI,-0.0294,44.0,43.5,87.68,-85.8,AI应用|AI智能体
683,688110.SH,东芯股份,半导体,SEMI,-0.0282,44.1,513.6,38.95,30.1,半导体概念|国产芯片|存储芯片|汽车芯片
684,600268.SH,国电南自,电网设备,AI,-0.0281,44.1,106.5,27.48,-49.3,人工智能
685,000719.SZ,中原传媒,出版,AI,-0.0265,44.2,119.7,11.84,31.9,AI语料
686,300698.SZ,万马科技,通信设备,AI,-0.0244,44.3,33.5,95.5,-64.1,液冷服务器|算力概念|英伟达概念
687,688001.SH,华兴源创,通用设备,SEMI,-0.0235,44.3,241.8,2070.58,-76.0,国产芯片
688,688646.SH,逸飞激光,自动化设备,SEMI,-0.0231,44.4,66.1,-209.57,,半导体概念
689,300554.SZ,三超新材,通用设备,SEMI,-0.0225,44.4,23.2,-151.94,,半导体概念|第三代半导体
690,688233.SH,神工股份,半导体,SEMI,-0.0215,44.5,188.8,185.92,-41.9,半导体概念|国产芯片
691,000801.SZ,四川九洲,黑色家电,AI,-0.0203,44.6,112.9,190.48,-83.1,人工智能
692,300353.SZ,东土科技,通信设备,AI+SEMI,-0.0140,44.8,114.7,-72.47,-84.9,人工智能|半导体概念|国产芯片
693,688320.SH,禾川科技,自动化设备,SEMI,-0.0134,44.8,50.5,-224.32,,国产芯片
694,300568.SZ,星源材质,电池,SEMI,-0.0116,44.9,210.5,179.79,-98.7,半导体概念
695,002213.SZ,大为股份,半导体,SEMI,-0.0102,44.9,75.8,159.78,-91.8,半导体概念|国产芯片|存储芯片
696,688787.SH,海天瑞声,IT服务Ⅱ,AI,-0.0097,45.0,61.1,181.72,-63.3,AIGC概念|AI语料|人工智能|算力概念
697,301360.SZ,荣旗科技,通用设备,AI,-0.0097,45.0,38.5,-1744.65,-29.3,AI应用|人工智能
698,301322.SZ,绿通科技,摩托车及其他,SEMI,-0.0094,45.0,57.3,-510.02,-90.9,半导体概念
699,688609.SH,九联科技,黑色家电,AI,-0.0084,45.0,45.6,64.96,,CPO概念|人工智能|光通信模块
